6.470588235294116863e-01,6.818181818181818787e-01,7.380952380952381375e-01,8.000000000000000444e-01,8.279569892473118697e-01,8.490566037735848282e-01,8.028169014084507449e-01,3.924050632911393333e-01,1.612903225806452401e-01,-2.173913043477426754e-02,5.102040816326081085e-02,3.138686131386840827e-01,-5.263157894736836262e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.666666666666666963e-01,-4.000000000000000222e-01,-1.000000000000000000e+00,-5.000000000000000000e-01
7.843137254901959565e-01,7.727272727272729291e-01,7.857142857142855874e-01,8.666666666666666963e-01,8.924731182795700990e-01,8.867924528301885934e-01,8.873239436619717591e-01,4.683544303797468888e-01,7.526881720430100842e-02,-1.086956521739068648e-01,-2.040816326530503488e-02,2.481751824817521879e-01,-5.263157894736836262e-02,-9.999999999999997780e-02,-5.000000000000000000e-01,-2.666666666666666075e-01,-5.000000000000000000e-01,-9.999990181818003698e-01,-2.500000000000000000e-01
5.882352941176469674e-01,5.681818181818183433e-01,6.190476190476190688e-01,8.222222222222224097e-01,7.204301075268818577e-01,6.603773584905660021e-01,8.309859154929577496e-01,3.924050632911393333e-01,-1.182795698924732353e-01,7.608695652174901625e-02,1.122448979591830209e-01,3.357664233576649337e-01,-5.263157894736836262e-02,0.000000000000000000e+00,-1.999999999999999556e-01,-4.666666666666666741e-01,-5.500000000000000444e-01,-1.000000000000000000e+00,5.000000000000000000e-01
5.098039215686274161e-01,5.000000000000002220e-01,5.238095238095237249e-01,5.111111111111110716e-01,4.408602150537636044e-01,4.339622641509432999e-01,1.549295774647887480e-01,-1.898734177215188890e-01,-3.978494623655913776e-01,9.782608695653038922e-02,2.040816326530610070e-01,4.525547445255462264e-01,-5.263157894736836262e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.333333333333333259e-01,-5.500000000000000444e-01,-1.000000000000000000e+00,0.000000000000000000e+00
4.117647058823528106e-01,4.090909090909091717e-01,5.238095238095237249e-01,6.000000000000000888e-01,5.483870967741936164e-01,5.283018867924528239e-01,4.647887323943662441e-01,2.405063291139240000e-01,-9.677419354838701082e-02,6.521739130435122433e-02,1.428571428571423496e-01,3.722627737226282818e-01,-5.263157894736836262e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.999999999999999556e-01,-6.999999999999999556e-01,-1.000000000000000000e+00,5.000000000000000000e-01
4.313725490196078649e-01,5.000000000000002220e-01,6.190476190476190688e-01,8.000000000000000444e-01,6.989247311827958553e-01,6.226415094339622369e-01,8.309859154929577496e-01,4.936708860759495554e-01,1.612903225806452401e-01,-7.608695652173480539e-02,-1.020408163265429380e-02,2.773722627737207347e-01,-5.263157894736836262e-02,-9.999999999999997780e-02,-6.999999999999999556e-01,-8.333333333333332593e-01,-6.999999999999999556e-01,-1.000000000000000000e+00,1.000000000000000000e+00
5.882352941176469674e-01,6.363636363636364646e-01,7.380952380952381375e-01,9.111111111111112049e-01,8.924731182795700990e-01,9.056603773584904760e-01,1.000000000000000222e+00,7.215189873417722222e-01,4.838709677419354982e-01,-1.847826086956487757e-01,-1.020408163265322798e-01,1.897810218978115415e-01,-5.263157894736836262e-02,-3.999999999999999112e-01,-1.000000000000000000e+00,-6.999999999999999556e-01,-8.000000000000000444e-01,-1.000000000000000000e+00,7.500000000000000000e-01
9.411764705882352811e-01,8.636363636363637575e-01,8.333333333333332593e-01,8.888888888888890616e-01,8.709677419354840966e-01,8.490566037735848282e-01,7.464788732394367354e-01,3.797468354430377779e-02,-3.763440860215053752e-01,-3.369565217391254919e-01,-2.244897959183695946e-01,1.313868613138673425e-01,-5.263157894736836262e-02,-1.999999999999999556e-01,-5.999999999999999778e-01,-5.999999999999999778e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00
8.823529411764705621e-01,8.863636363636364646e-01,9.047619047619046562e-01,8.666666666666666963e-01,7.849462365591398649e-01,7.169811320754716499e-01,5.492957746478872583e-01,-1.392405063291139999e-01,-4.408602150537634934e-01,-3.369565217391254919e-01,-2.448979591836746295e-01,1.240875912408760939e-01,-5.263157894736836262e-02,-9.999999999999997780e-02,-3.999999999999999112e-01,-4.333333333333333481e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01
8.627450980392157298e-01,7.954545454545456362e-01,7.857142857142855874e-01,8.222222222222224097e-01,6.774193548387098529e-01,5.849056603773584717e-01,4.084507042253522346e-01,-2.151898734177215555e-01,-5.913978494623656212e-01,-2.499999999999928946e-01,-1.530612244897966434e-01,1.897810218978115415e-01,-5.263157894736836262e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.333333333333333037e-01,-5.000000000000000000e-01,-1.000000000000000000e+00,-7.500000000000000000e-01
